B	UkrainianVoicesApp/App/ContentView.swift	697	Не вдалося підготувати файл словника: \(error.localizedDescription)
B	UkrainianVoicesApp/App/ContentView.swift	718	Не вдалося завантажити словник: \(error.localizedDescription)
B	UkrainianVoicesApp/App/ContentView.swift	735	Запис словника замін оновлено.
B	UkrainianVoicesApp/App/ContentView.swift	738	Запис додано до словника замін.
B	UkrainianVoicesApp/App/ContentView.swift	758	Запис «\(entry.abbreviation)» видалено зі словника замін.
B	UkrainianVoicesApp/App/ContentView.swift	772	Запис словника оновлено.
B	UkrainianVoicesApp/App/ContentView.swift	775	Запис додано до словника.
B	UkrainianVoicesApp/App/ContentView.swift	793	Запис «\(entry.displayWord)» видалено зі словника.
B	UkrainianVoicesApp/App/ContentView.swift	802	Прослуховування зупинено.
B	UkrainianVoicesApp/App/ContentView.swift	809	Зараз немає доступних голосів RHVoice.
B	UkrainianVoicesApp/App/ContentView.swift	810	Список системних голосів оновлено. Доступних голосів: \(enabledVoiceIdentifiers.count).
B	UkrainianVoicesApp/App/ContentView.swift	819	Рекомендовані голоси відновлено: усі українські голоси.
B	UkrainianVoicesApp/App/ContentView.swift	826	Запущено діагностику мовного компонента.
B	UkrainianVoicesApp/App/ContentView.swift	884	Діагностика мовного компонента доступна лише на macOS.
B	UkrainianVoicesApp/App/ContentView.swift	919	Читати дати словами
B	UkrainianVoicesApp/App/ContentView.swift	928	Читати час словами
B	UkrainianVoicesApp/App/ContentView.swift	936	Розгортати скорочення
B	UkrainianVoicesApp/App/ContentView.swift	944	Застосовувати словник замін
B	UkrainianVoicesApp/App/ContentView.swift	952	Обробляти телефонні номери
B	UkrainianVoicesApp/App/ContentView.swift	963	Номери читаються групами.
B	UkrainianVoicesApp/App/ContentView.swift	963	Номери читаються по цифрах.
B	UkrainianVoicesApp/App/ContentView.swift	970	Розширена діагностика
B	UkrainianVoicesApp/App/ContentView.swift	985	Лог очищено.
B	UkrainianVoicesApp/App/ContentView.swift	1046	Готую голос \(voice.displayName)…
B	UkrainianVoicesApp/App/ContentView.swift	1056	Прослуховування завершено.
B	UkrainianVoicesApp/App/ContentView.swift	1105	\(title): \(enabled ? "Увімкнено" : "Вимкнено").
B	UkrainianVoicesApp/App/ContentView.swift	1176	Не вдалося зберегти спільні налаштування: \(error.localizedDescription)
B	UkrainianVoicesApp/App/ContentView.swift	1305	Стан: \(model.statusMessage)
B	UkrainianVoicesApp/App/ContentView.swift	1564	Розмір логу: \(model.debugLogSize) байт
B	UkrainianVoicesApp/App/ContentView.swift	1567	Розмір логу: \(model.debugLogSize) байт
B	UkrainianVoicesApp/App/ContentView.swift	1679	Технічна інформація: \(showsTechnicalInfo ? "Розгорнуто" : "Згорнуто").
B	UkrainianVoicesApp/App/ContentView.swift	1694	user_dictionary.txt: \(fileStatus.dictionarySize) байт
B	UkrainianVoicesApp/App/ContentView.swift	1694	user_dictionary.txt: не створено
B	UkrainianVoicesApp/App/ContentView.swift	1695	user_dictionary_meta.json: \(fileStatus.metadataSize) байт
B	UkrainianVoicesApp/App/ContentView.swift	1695	user_dictionary_meta.json: не створено
B	UkrainianVoicesApp/App/ContentView.swift	1698	Оновлено: \(modifiedAt.formatted(date: .numeric, time: .standard))
B	UkrainianVoicesApp/App/ContentView.swift	1736	\(entry.displayWord), вимова \(entry.stressedWord)
B	UkrainianVoicesApp/App/ContentView.swift	1766	Видалити \(entry.displayWord)
